source_file,check_category,check_name,n_total,n_flagged,flagged_pct,metric_value
VED_180718_week.csv,null_rate,lon,399092,0,0.0,0.0
VED_180606_week.csv,null_rate,lon,432177,0,0.0,0.0
VED_180822_week.csv,null_rate,lon,300557,0,0.0,0.0
VED_180321_week.csv,null_rate,lon,402133,0,0.0,0.0
VED_180516_week.csv,null_rate,lon,465975,0,0.0,0.0
VED_180620_week.csv,null_rate,lon,433660,0,0.0,0.0
VED_180905_week.csv,null_rate,lon,323481,0,0.0,0.0
VED_181031_week.csv,null_rate,lon,371630,0,0.0,0.0
VED_180711_week.csv,null_rate,lon,393911,0,0.0,0.0
VED_180307_week.csv,null_rate,lon,398405,0,0.0,0.0
VED_180411_week.csv,null_rate,lon,434636,0,0.0,0.0
VED_171206_week.csv,null_rate,lon,589154,0,0.0,0.0
VED_171115_week.csv,null_rate,lon,602092,0,0.0,0.0
VED_171220_week.csv,null_rate,lon,539468,0,0.0,0.0
VED_180314_week.csv,null_rate,lon,420510,0,0.0,0.0
VED_180627_week.csv,null_rate,lon,410853,0,0.0,0.0
VED_180221_week.csv,null_rate,lon,285924,0,0.0,0.0
VED_180613_week.csv,null_rate,lon,384455,0,0.0,0.0
VED_180725_week.csv,null_rate,lon,333913,0,0.0,0.0
VED_180926_week.csv,null_rate,lon,382985,0,0.0,0.0
VED_180117_week.csv,null_rate,lon,526771,0,0.0,0.0
VED_180228_week.csv,null_rate,lon,402041,0,0.0,0.0
VED_180509_week.csv,null_rate,lon,421647,0,0.0,0.0
VED_181024_week.csv,null_rate,lon,442505,0,0.0,0.0
VED_180207_week.csv,null_rate,lon,419846,0,0.0,0.0
VED_180404_week.csv,null_rate,lon,461047,0,0.0,0.0
VED_180425_week.csv,null_rate,lon,451633,0,0.0,0.0
VED_171122_week.csv,null_rate,lon,474329,0,0.0,0.0
VED_180829_week.csv,null_rate,lon,341372,0,0.0,0.0
VED_171101_week.csv,null_rate,lon,489414,0,0.0,0.0
VED_171213_week.csv,null_rate,lon,670084,0,0.0,0.0
VED_180912_week.csv,null_rate,lon,351253,0,0.0,0.0
VED_181003_week.csv,null_rate,lon,348442,0,0.0,0.0
VED_181017_week.csv,null_rate,lon,386404,0,0.0,0.0
VED_171108_week.csv,null_rate,lon,535198,0,0.0,0.0
VED_180103_week.csv,null_rate,lon,393498,0,0.0,0.0
VED_180530_week.csv,null_rate,lon,416659,0,0.0,0.0
VED_180704_week.csv,null_rate,lon,330147,0,0.0,0.0
VED_181107_week.csv,null_rate,lon,118327,0,0.0,0.0
VED_171227_week.csv,null_rate,speed_kmh,311927,0,0.0,0.0
VED_180110_week.csv,null_rate,speed_kmh,550780,0,0.0,0.0
VED_180124_week.csv,null_rate,speed_kmh,456757,0,0.0,0.0
VED_180502_week.csv,null_rate,speed_kmh,426242,0,0.0,0.0
VED_180815_week.csv,null_rate,speed_kmh,299642,0,0.0,0.0
VED_180808_week.csv,null_rate,speed_kmh,359952,0,0.0,0.0
VED_180919_week.csv,null_rate,speed_kmh,376531,0,0.0,0.0
VED_180214_week.csv,null_rate,speed_kmh,389642,0,0.0,0.0
VED_180801_week.csv,null_rate,speed_kmh,358812,0,0.0,0.0
VED_181010_week.csv,null_rate,speed_kmh,317933,0,0.0,0.0
VED_171129_week.csv,null_rate,speed_kmh,531856,0,0.0,0.0
VED_180328_week.csv,null_rate,speed_kmh,367606,0,0.0,0.0
VED_180418_week.csv,null_rate,speed_kmh,486657,0,0.0,0.0
VED_180718_week.csv,null_rate,speed_kmh,399092,0,0.0,0.0
VED_180131_week.csv,null_rate,speed_kmh,479522,0,0.0,0.0
VED_180523_week.csv,null_rate,speed_kmh,437321,0,0.0,0.0
VED_180516_week.csv,null_rate,speed_kmh,465975,0,0.0,0.0
VED_180620_week.csv,null_rate,speed_kmh,433660,0,0.0,0.0
VED_180321_week.csv,null_rate,speed_kmh,402133,0,0.0,0.0
VED_180606_week.csv,null_rate,speed_kmh,432177,0,0.0,0.0
VED_180822_week.csv,null_rate,speed_kmh,300557,0,0.0,0.0
VED_180905_week.csv,null_rate,speed_kmh,323481,0,0.0,0.0
VED_181031_week.csv,null_rate,speed_kmh,371630,0,0.0,0.0
VED_180307_week.csv,null_rate,speed_kmh,398405,0,0.0,0.0
VED_180411_week.csv,null_rate,speed_kmh,434636,0,0.0,0.0
VED_171206_week.csv,null_rate,speed_kmh,589154,0,0.0,0.0
VED_180711_week.csv,null_rate,speed_kmh,393911,0,0.0,0.0
VED_171115_week.csv,null_rate,speed_kmh,602092,0,0.0,0.0
VED_171220_week.csv,null_rate,speed_kmh,539468,0,0.0,0.0
VED_180221_week.csv,null_rate,speed_kmh,285924,0,0.0,0.0
VED_180314_week.csv,null_rate,speed_kmh,420510,0,0.0,0.0
VED_180613_week.csv,null_rate,speed_kmh,384455,0,0.0,0.0
VED_180725_week.csv,null_rate,speed_kmh,333913,0,0.0,0.0
VED_180926_week.csv,null_rate,speed_kmh,382985,0,0.0,0.0
VED_180627_week.csv,null_rate,speed_kmh,410853,0,0.0,0.0
VED_180228_week.csv,null_rate,speed_kmh,402041,0,0.0,0.0
VED_181024_week.csv,null_rate,speed_kmh,442505,0,0.0,0.0
VED_180117_week.csv,null_rate,speed_kmh,526771,0,0.0,0.0
VED_180509_week.csv,null_rate,speed_kmh,421647,0,0.0,0.0
VED_180207_week.csv,null_rate,speed_kmh,419846,0,0.0,0.0
VED_180829_week.csv,null_rate,speed_kmh,341372,0,0.0,0.0
VED_171122_week.csv,null_rate,speed_kmh,474329,0,0.0,0.0
VED_180404_week.csv,null_rate,speed_kmh,461047,0,0.0,0.0
VED_180425_week.csv,null_rate,speed_kmh,451633,0,0.0,0.0
VED_171101_week.csv,null_rate,speed_kmh,489414,757,0.15,0.15
VED_171213_week.csv,null_rate,speed_kmh,670084,0,0.0,0.0
VED_180530_week.csv,null_rate,speed_kmh,416659,0,0.0,0.0
VED_180704_week.csv,null_rate,speed_kmh,330147,0,0.0,0.0
VED_180912_week.csv,null_rate,speed_kmh,351253,0,0.0,0.0
VED_181003_week.csv,null_rate,speed_kmh,348442,0,0.0,0.0
VED_181017_week.csv,null_rate,speed_kmh,386404,0,0.0,0.0
VED_171108_week.csv,null_rate,speed_kmh,535198,639,0.12,0.12
VED_180103_week.csv,null_rate,speed_kmh,393498,0,0.0,0.0
VED_181107_week.csv,null_rate,speed_kmh,118327,0,0.0,0.0
VED_180214_week.csv,null_rate,maf_g_s,389642,75112,19.28,19.28
VED_180919_week.csv,null_rate,maf_g_s,376531,80067,21.26,21.26
VED_181010_week.csv,null_rate,maf_g_s,317933,56610,17.81,17.81
VED_171227_week.csv,null_rate,maf_g_s,311927,60506,19.4,19.4
VED_180110_week.csv,null_rate,maf_g_s,550780,95631,17.36,17.36
VED_180124_week.csv,null_rate,maf_g_s,456757,89005,19.49,19.49
VED_180815_week.csv,null_rate,maf_g_s,299642,46838,15.63,15.63
VED_180502_week.csv,null_rate,maf_g_s,426242,77826,18.26,18.26
VED_180808_week.csv,null_rate,maf_g_s,359952,92428,25.68,25.68
VED_180801_week.csv,null_rate,maf_g_s,358812,68560,19.11,19.11
VED_171129_week.csv,null_rate,maf_g_s,531856,95504,17.96,17.96
VED_180131_week.csv,null_rate,maf_g_s,479522,80959,16.88,16.88
VED_180523_week.csv,null_rate,maf_g_s,437321,78824,18.02,18.02
VED_180328_week.csv,null_rate,maf_g_s,367606,58913,16.03,16.03
VED_180418_week.csv,null_rate,maf_g_s,486657,99409,20.43,20.43
VED_180718_week.csv,null_rate,maf_g_s,399092,61057,15.3,15.3
VED_180321_week.csv,null_rate,maf_g_s,402133,84371,20.98,20.98
VED_180606_week.csv,null_rate,maf_g_s,432177,85492,19.78,19.78
